Name,Year,Rating,Genres,Actors,Plot,Poster_Path,Category,Source_URL
Toradora!,2008,4.1,"Comedy, Romance, Shounen, Coming of Age, Love Confession, Neighbors, Opposites Attract, Romantic Comedy, School Life, Tsundere, Unrequited Love, Based on a Light Novel",J.C.Staff,"Ryuuji Takasu has an eventful life: his classmates think he's a delinquent due to his 'killer' eyes; his crush Minori seems ever out of reach; and he’s just had an unfortunate encounter with 'palm-sized Taiga' – a feisty and dainty wench in his class. With different cleaning habits and tempers, the two clash like night and day; that is, except for the fact that Taiga and Ryuuji have crushes on the other's good friend! With school rumors abounding, the duo must now work together to play matchmaker for each other. Who will end up with their true love?",posters/Toradora!_2008.jpg,Anime,https://www.anime-planet.com/anime/toradora
Hunter x Hunter (2011),2011,4.5,"Action, Adventure, Drama, Fantasy, Shounen, Child Protagonists, Monsters, Superpowers, Based on a Manga",MADHOUSE,"Drawn to the mystique of the unknown, Hunters travel the world in search of terrifying creatures, incredible riches, and unexplored lands. Gon Freecss is a naive-yet-determined young boy who aspires to join the ranks of these individuals, in order to find his missing father Ging - a master of the profession himself. To reach his goal, he partakes in the formidable Hunter Exam, a series of tests that push the participants to their physical and mental limits, with a Hunter License as the prize. During the exam Gon befriends vengeful Kurapika, doctor-to-be Leorio, and skilled assassin Killua, who have entered for their own reasons. But with the sinister Hisoka standing in their way, will Gon and his friends be able to succeed in obtaining their reward, or even escaping with their lives?",posters/Hunter_x_Hunter_(2011)_2011.jpg,Anime,https://www.anime-planet.com/anime/hunter-x-hunter-2011
Jujutsu Kaisen,2020,4.5,"Action, Horror, Shounen, Body Sharing, Contemporary Fantasy, Curse, Exorcists, Monsters, School Life, Supernatural, Urban Fantasy, Based on a Manga",MAPPA,"Although Yuji Itadori looks like your average teenager, his immense physical strength is something to behold! Every sports club wants him to join, but Itadori would rather hang out with the school outcasts in the Occult Research Club. One day, the club manages to get their hands on a sealed cursed object. Little do they know the terror they’ll unleash when they break the seal…",posters/Jujutsu_Kaisen_2020.jpg,Anime,https://www.anime-planet.com/anime/jujutsu-kaisen
Naruto Shippuden,2007,4.2,"Action, Drama, Fantasy, Shounen, Hand to Hand Combat, Ninja, Revenge, Based on a Manga",Pierrot,"Two and a half years have passed since the end of Naruto’s old adventures. He has trained hard with Jiraiya-sama and has returned to Konoha to reunite with his friends; but Akatsuki, the organization that threatened Naruto years before, is on the move again and this time Naruto is not the only one in danger. With the powerful Akatsuki organization looming ahead of him, Sasuke still missing, and the struggle with the beast hidden inside him a continuous battle, will Naruto's hard-earned improvements be enough? Join Naruto, Sakura, new friends and the rest of the old gang as the action heats up with new techniques and stronger enemies.",posters/Naruto_Shippuden_2007.jpg,Anime,https://www.anime-planet.com/anime/naruto-shippuden
No Game No Life,2014,4.2,"Adventure, Ecchi, Fantasy, Codependency, High Stakes Games, Isekai, NEET, Overpowered Main Characters, Person in a Strange World, PVP, Royalty, Siblings, Based on a Light Novel",MADHOUSE,"An urban legend states that those exceptionally gifted at gaming will be sent a special game invitation, and the winners of the challenge will be whisked away to another world. When Sora and Shiro, two hikikomori NEETs who happen to be both siblings and notorious gamers, receive this invitation, they defeat it with ease. And like the legends tell, they're transported to another world where conflicts, peoples' lives and even country borders are decided by competitions and games. Always up for a challenge, the pair quickly take on the obstacles that come their way, whether it be restoring lowly humanity's good name compared with the other races or helping influence who will become the next king.",posters/No_Game_No_Life_2014.jpg,Anime,https://www.anime-planet.com/anime/no-game-no-life
The Seven Deadly Sins,2014,4.1,"Action, Adventure, Fantasy, Shounen, Demons, Framed for a Crime, Magic, Medieval, Non-Human Protagonists, Overpowered Main Characters, Royalty, Superpowers, Based on a Manga",A-1 Pictures,"The kingdom of Liones is thrown into turmoil when the king's Holy Knights are corrupted by a distinctly unholy demonic power. The land's only hope is a band of powerful warriors known as The Seven Deadly Sins - an exiled group of oddballs who seem to spend as much time fighting each other as they do fighting their enemies. Princess Elizabeth desperately seeks their aid, but the leader of her would-be saviors turns out to be an undersized pervert with a broken blade and a talking pig! They are soon joined by a jealous giant, a fussy fairy, and an immortal bandit pining over his lost love. Can these peoplereallybe the legendary heroes she's looking for?",posters/The_Seven_Deadly_Sins_2014.jpg,Anime,https://www.anime-planet.com/anime/the-seven-deadly-sins
Elfen Lied,2004,3.9,"Seinen, Human Experimentation, Overpowered Main Characters, Psychological, Split Personality, Supernatural, Superpowers, Based on a Manga",ARMS,"For Kouta and Yuka, finding the bloody naked young girl on the beach would change their lives forever, for better or for worse. Unable to speak or function as a normal human being, she is named Nyu by the duo, and taken into their home in an effort to save her. But what neither teenager knows is that this innocent young girl is actually a killing machine -- an experiment gone terribly wrong -- and it is only a matter of time before the murderer in her awakens again...",,Anime,https://www.anime-planet.com/anime/elfen-lied
That Time I Got Reincarnated as a Slime,2018,4.4,"Action, Adventure, Comedy, Fantasy, Shounen, Cheats, Demons, Game Elements, Isekai, Kingdom Building, Magic, Management, Modern Knowledge, Monsters, Non-Human Protagonists, Overpowered Main Characters, Person in a Strange World, Political, Reincarnation, Slimes, Based on a Manga",8-Bit,"Lonely thirty-seven-year-old Satoru Mikami is stuck in a dead-end job, unhappy with his mundane life, but after dying at the hands of a robber, he awakens to a fresh start in a fantasy realm...as a slime monster! As he acclimates to his goopy new existence, his exploits with the other monsters set off a chain of events that will change his new world forever!",posters/That_Time_I_Got_Reincarnated_as_a_Slime_2018.jpg,Anime,https://www.anime-planet.com/anime/that-time-i-got-reincarnated-as-a-slime
Princess Mononoke,1997,4.3,"Action, Adventure, Fantasy, Curse, Environmental, Feudal Japan, Forest, Japanese Mythology, Royalty, Wolves, Original Work",Studio Ghibli,"With the rise of the Iron Age in feudal Japan, man and nature grow increasingly at odds. As mankind infringes more and more into the kingdom of the beasts, many of the elder animal gods begin to succumb to their rage, cursing themselves as they lash out at rural and urban settlements alike. When a young Ashitaka, hero of his village, is imparted with one of these curses after slaying a crazed god, he forces himself into exile to prevent further harm to his village. As he ventures out into the world, however, he discovers just how dire the straights have become - with man and beast ready to break into all out war, his curse becomes the least of his problems. As both sides teeter dangerously on the side of outright slaughter of one another, Ashitaka sets his own problems aside and, using his charisma and honor, seeks to quell the hatred before it gets beyond repair - but will he be in time or is he simply delaying the inevitable?",posters/Princess_Mononoke_1997.jpg,Anime,https://www.anime-planet.com/anime/princess-mononoke
Angel Beats!,2010,4.1,"Action, Comedy, Drama, Afterlife, Amnesia, School Life, Supernatural, Original Work",P.A. WORKS,"Death and reincarnation are inescapable, but what happens in between? Without warning and without his memories, a boy who only recalls his last name - Otonashi - wakes up next to a girl named Yuri who offers him a gun and tells him to shoot an angel. Assuming it must be a misunderstanding, Otonashi is then almost killed by the angel and is drawn into Yuri's army to battle to delay the beginning of his next life. Immortality is within reach, but if Otonashi remembers how he died, will he keep fighting or allow himself to vanish?",posters/Angel_Beats!_2010.jpg,Anime,https://www.anime-planet.com/anime/angel-beats
